,844e962c-c1bc-4c0b-9886-5561cc99c173,ded3529c-f001-49b8-a8c4-30fa16b4d6fc,cf620754-2948-40be-ac35-f5ae6627ffdb,504b9e37-2e3d-4913-943a-614e3457e653,7cb5a37b-0781-408e-b209-b92bb739546e,a92d4ad2-15aa-4937-bf07-010e112a9310,1e50cca0-2b47-436c-b20c-88b2b4c609f5,cee6fbdf-3111-4470-bd4d-53ccddd8c659,913342a2-bc20-457b-9429-54b285e831fc,0368424e-312e-4951-87b3-ad8188213c56,ec2abb7c-6791-4fcd-837b-1a3af58cab36,8e63ad31-da2d-4f94-a92e-60c59dc61c33,739a57a2-203f-40f3-ab2e-9c63e54dabaa,70520b54-9465-43df-81f7-b1407a4c4f0c,19c0be7a-5b65-4b30-8ea5-13bf16cf93d9,43ec519b-c406-4050-a70e-dcff2c23e0bc,9c98c38b-6bb4-4667-8d42-2b43a7c852c4,47c7ec2a-3fdb-4801-99eb-b00cbc4ee51b,d4e1aa6a-d34c-4e2d-8438-8cae6f630a93,f65477ba-8e37-4e6d-81ef-85b290e4b809,fa5ba0b2-97aa-4763-9f16-d06b2a1df5fc,f1cc0711-2898-48e4-846a-a0999723e427,017e007e-7018-4941-b7f6-ef2ffb545ff3,e2241342-d03d-41b9-9ac4-8466cfbf44c5,52bf09c9-dcf4-4d99-8299-58259c6ea063,1d2662eb-1bc1-4f9d-991d-688ea60cea4d,722129f4-7547-4772-86b9-4b41401b608d,3d0f9f2d-8c4c-42c3-bfec-125e980d7bb3,ebbed4b4-d9c4-47c6-81bc-20dac962cd84,1caad454-03a5-4f12-923f-dcd38b118c04,c673ea34-dbc7-4bb2-acd7-72d1df31b6f0,e8d3df34-e7f2-44ec-bfd6-2abc050d86a6,a6e92c5d-c30d-4c68-9ac4-a26e0654db26,061bc983-78b6-487f-aed6-1b5b013647b4,60a2a74f-7875-409b-97de-9ff5f111b7f8,e099357b-9b34-4720-98ab-97831718fe68,9bc10bfa-88c2-416e-a589-0618a7529f2e,139522eb-d7d2-4594-b307-a3ccbc9ffcff,ce2d4198-b7c0-4dd9-b13c-6f1f5133d275,32ddb72e-252a-4937-96f5-0a0c56b5e85f
74d679db-11f3-4ee4-8c99-dbaa0d46957d,4,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0
a97caaea-2ddc-459a-82d1-a90bb0910f0d,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1
4f9f737c-b7b5-4a4e-a4ba-c11b8078ed6c,0,0,0,0,3,0,2,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,5,0,0,4,0,0,0,0,0,1,0
c98453b9-80e8-4d8f-aaf0-1cd7a3004d71,0,0,0,5,0,0,0,0,0,0,1,4,0,0,3,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,3,0,0,0,2,0
fd8beab2-3911-497f-af59-606a34e944fe,0,4,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
dc36fc46-c148-4f28-9d19-5125557b5e27,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0
c9125bee-eca4-49b6-b3a4-d34cb8994e1e,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
92c6071c-ad47-43b9-b292-c3beffcf67c2,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4
13f832a1-cc88-42e7-a800-26b820bafb19,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
445a807b-4ffa-4f97-ab9f-5e414826b5ae,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
28ffc7b9-c769-4f84-bf99-f2e1e5634117,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0
5601389d-31c4-4b51-9fd4-0dc0b4e84ac5,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0
2fe5446b-811c-4add-a802-d112c0514829,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0
8e3e5770-ef94-43bc-97ed-530946caaf1d,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0
bac60544-4b3e-4a9b-939f-29daae0290b5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3
79e11e77-db6f-48e0-b63d-ffc014c697dd,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0
8612b944-e69a-4ba1-9e94-e88b14b0e0a6,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0
6e7fb6c7-2c85-4ed3-abf4-682d510018f7,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0
201d1d33-bbfd-4e42-ad7d-3a8d57e94e64,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
894c2f06-1c34-48e1-8469-2b44a6709d4d,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0
e6ae5f56-f452-4e30-979f-c8fd25ea44c2,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
26e632c8-4c78-402b-8826-242db28913b6,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0
bcf02076-0bad-4a05-86c7-4b19c7e59d8e,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
f2eee8c4-c376-45a7-b436-3abb00b7bcc8,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0
9ad25b57-d097-4584-ad60-7a8053a2981c,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3
5ace6f1f-0773-405a-8e85-cbdfb4c46f81,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0
d4596277-6caa-45f0-a25b-84f9291a28c2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0
316eba13-290c-4f98-9e25-945752d1bda3,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
e0cc2592-cb8c-4c83-aa3e-1fc356f2252d,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
e3c10204-b7bf-4805-b5a6-c8ebf8c838a5,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
b6e336ee-ab5b-4ba2-9607-2bdf1c654fb8,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
43a21c44-d7eb-46c1-af7f-8e24903ed8fc,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0
4d8dbf58-d2f5-443b-abd0-458f9abeadb6,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4
08cc5807-5a29-4a4b-83dc-ff82a658518a,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0
7c788a60-76fb-479a-91b6-15870c456586,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
e22a596f-19a2-43fa-af98-a4ff019cef40,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0
b3822df6-3399-445c-b0a7-5c34dad3fe0a,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0
10d3e336-692c-491f-8329-e8e73805417c,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0
ee503381-2c57-46c2-9b26-90aaf53057b0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2
e3d7f443-b872-4e93-8fb7-ed5e8eeb7714,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
f588c151-7ba9-4512-a797-755194780b64,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
312d9d7d-bd0f-4656-bd3a-19579105a43f,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0
ca090ed9-25f1-4d30-b324-95bdf5b19fc6,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
7f5c2e56-a6c8-45ef-9adf-b68411e403ee,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5
fef22f74-a72f-4dab-ab04-9b97feb9c8de,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
e2df0f0b-b523-4bfe-af30-0bd567b90bb9,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
9f76d411-22bf-4085-898f-74f8ed8b0962,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
908636b6-1db1-4e95-87ad-b259476f952c,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0
70b35a1d-5c51-4a10-bcdb-625a9bd9f821,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0
550c1950-b91e-4667-aa9c-9b238bde2604,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
09006212-17d1-4618-b7cb-1b462522736c,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5
1bc25c52-9e04-4345-b330-d268550a8cfa,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5
762ec3bf-bdb3-4cc9-a38e-1b609b50da79,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0
2d634f24-da4a-4f53-879f-3edab0e68543,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
b83093c8-ec35-43f7-a222-6a99d7b97588,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5
e14f6b72-4172-4c88-b1a9-c2c8816703d3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3
900f7b75-2c53-405c-b91a-13f51cf0d3b5,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0
fd78f772-0ee0-425e-8d1b-3ecf5862207f,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
c1ff0cae-fb36-4814-be47-a396a35e77f9,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0
1d23a0e3-7ea2-4f41-a18e-877f8802c482,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5
2d2bf289-751b-47bc-9b6c-b0742468f183,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
bd576c67-d40f-4ba2-be9f-ca28e5ff4401,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2
cb261bca-eebf-42e4-a5fa-06eed8bc195e,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
7e5ec9b4-549a-4dd2-8080-77c9d509b68e,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
40bda4dc-8eab-4a5d-acbd-f89c9f7df3d0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0
02115c48-399e-4e6d-9fa8-7b8ca12aa53d,3,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
35cf2e0d-6866-43aa-9c92-4e00777880e7,0,5,4,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
cd0cd24b-3cba-4079-99d4-bedcd2aadb50,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
9ab5c040-26b8-4c68-bf9a-c5063c9a8c00,5,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16ff13d9-212f-4fc7-a211-ab50786b24aa,0,0,5,0,0,0,0,0,1,0,0,0,3,0,4,0,0,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,4,0,0,2,0,0
e382dbf1-3e71-4af0-a4a4-38dec9b0de52,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4
06226bc9-c24f-4ce7-8c47-d87b830e3df6,0,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4
82d7aae5-7b3b-46d4-9967-acf4946e19df,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,5,0,4,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,5,0,4
e62676f0-4923-4e03-90be-d899e21c1b86,0,0,0,2,0,4,0,1,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,3,0,5,0,0,0
b9127a5c-a22f-40d9-8869-3225ca7d70f3,3,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0
c1ada2a1-d1a9-4d6b-a4a1-539d1786030c,3,0,0,0,5,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0
1b1c1560-32a9-4a3d-bfa0-b3d2cafcd85c,2,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0
8f62c564-0134-47b1-bf2f-c1b119e78bf9,0,0,0,3,0,2,0,0,0,0,1,0,0,0,4,0,5,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,4,0,5,0,0,0
0bffaf6a-c726-4229-b55c-01e3965d013a,3,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,5,0,0
88fb273f-750c-4afe-b3aa-a79ad188ce68,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,5
4d9b0daa-246d-4aae-9321-4cfdf0be8597,0,4,2,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
988a1353-b46a-47a4-a18c-948ad6a662b5,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,1
8ef1f86a-e587-4300-84d4-925c17358199,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0
28799b2b-50af-4225-914c-a15650881cbb,0,5,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0
a0ac4a0e-8470-4222-b6db-f6c18a331c49,0,0,0,5,4,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0
74ee95fd-bb05-4fe3-8f43-dfa27b4214a3,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
df1ce9cc-0af2-44c1-b274-02c1e00dec3c,3,0,4,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ee5edc71-6965-40a3-b3e8-0ac84759f48a,5,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
acd644c1-aa70-4949-a722-4658c3cb52ae,3,5,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
e2f1c579-afa9-4bae-bf08-652793737f85,5,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0abd8da3-f4b9-4557-82ec-a1e688657b8f,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
6d5fb4dc-1076-4246-9a76-c17824268d17,5,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,3
5a308f40-ba12-4a20-9ab9-2e30a66b74de,5,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
9d97a088-b26e-406b-abda-24fbce301380,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
e6c77aaf-86c8-4e88-bc9d-e12e502f1f4c,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4
4f05dbeb-9bee-4956-a1fa-7024a914c863,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0
adb13a33-71dc-422f-8bde-ead7d146acab,0,5,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0
9c310bd9-8dce-464f-bd83-bd7f2285412d,1,0,2,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0
28284026-09d6-4bda-a90c-7e38ba98ecaa,0,0,0,5,0,0,0,0,1,0,2,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,1,0,2,0,4,0,0,0,0,3,0,0
e8cda91f-647a-4c81-85cf-965c370c44de,0,5,2,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,2,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
e68fd558-aac9-4463-8f14-65960c3c234b,0,0,1,0,3,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4
cc9c403b-f4fc-4415-a91f-8422f8c9688b,5,0,1,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,0,0,5,0,1,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,0,0
a411709a-c217-4254-82dc-b20f0305f00d,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4
1891ac86-0cef-4ae4-b3d7-e9afb9231a05,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0
00ea5593-9f66-441c-9e4d-f50103d94db0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,5,0,0
6820c75e-838d-46d7-b980-3cd0974cadc6,5,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2
90b271af-d6e8-4731-8928-628115d10e42,3,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5e942ce7-24f2-43a6-85af-d8333119e016,3,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,5,3,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,5
e44eae2a-3f3b-4048-9f5d-e63e6e6d8d6e,4,2,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
01f32d53-55df-46a8-95d4-ddf44425a269,4,2,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,4,2,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
66c0058c-4c6c-4fc7-b39e-22edb133ff8d,4,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,5,0,0
e11bfffc-f511-4def-980d-26833da7c423,0,2,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,5,0,0,2,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,5,0
7930419f-6ac4-483e-9999-b8197e362c26,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
5c36a58b-11cd-4b7a-9e22-93c16f88fcaf,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0
63d3b852-6feb-45d2-94fc-f70f8a695206,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,3
8ac1e2ba-2656-4186-8caa-737ff8e10cd6,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0
abd197ba-a3d3-456d-ac09-c554f0b27e62,0,4,5,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0
2c6d4ee2-22e3-4853-8341-df91e0f3b18e,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,2,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,2
55e29026-5f36-4101-8b6b-e78fae81385a,0,0,3,0,5,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0
c4bfa7dc-d72a-4ef0-9401-355e5233e773,5,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,5,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
