,844e962c-c1bc-4c0b-9886-5561cc99c173,ded3529c-f001-49b8-a8c4-30fa16b4d6fc,cf620754-2948-40be-ac35-f5ae6627ffdb,504b9e37-2e3d-4913-943a-614e3457e653,7cb5a37b-0781-408e-b209-b92bb739546e,a92d4ad2-15aa-4937-bf07-010e112a9310,1e50cca0-2b47-436c-b20c-88b2b4c609f5,cee6fbdf-3111-4470-bd4d-53ccddd8c659,913342a2-bc20-457b-9429-54b285e831fc,0368424e-312e-4951-87b3-ad8188213c56,ec2abb7c-6791-4fcd-837b-1a3af58cab36,8e63ad31-da2d-4f94-a92e-60c59dc61c33,739a57a2-203f-40f3-ab2e-9c63e54dabaa,70520b54-9465-43df-81f7-b1407a4c4f0c,19c0be7a-5b65-4b30-8ea5-13bf16cf93d9,43ec519b-c406-4050-a70e-dcff2c23e0bc,9c98c38b-6bb4-4667-8d42-2b43a7c852c4,47c7ec2a-3fdb-4801-99eb-b00cbc4ee51b,d4e1aa6a-d34c-4e2d-8438-8cae6f630a93,f65477ba-8e37-4e6d-81ef-85b290e4b809,fa5ba0b2-97aa-4763-9f16-d06b2a1df5fc,f1cc0711-2898-48e4-846a-a0999723e427,017e007e-7018-4941-b7f6-ef2ffb545ff3,e2241342-d03d-41b9-9ac4-8466cfbf44c5,52bf09c9-dcf4-4d99-8299-58259c6ea063,1d2662eb-1bc1-4f9d-991d-688ea60cea4d,722129f4-7547-4772-86b9-4b41401b608d,3d0f9f2d-8c4c-42c3-bfec-125e980d7bb3,ebbed4b4-d9c4-47c6-81bc-20dac962cd84,1caad454-03a5-4f12-923f-dcd38b118c04,c673ea34-dbc7-4bb2-acd7-72d1df31b6f0,e8d3df34-e7f2-44ec-bfd6-2abc050d86a6,a6e92c5d-c30d-4c68-9ac4-a26e0654db26,061bc983-78b6-487f-aed6-1b5b013647b4,60a2a74f-7875-409b-97de-9ff5f111b7f8,e099357b-9b34-4720-98ab-97831718fe68,9bc10bfa-88c2-416e-a589-0618a7529f2e,139522eb-d7d2-4594-b307-a3ccbc9ffcff,ce2d4198-b7c0-4dd9-b13c-6f1f5133d275,32ddb72e-252a-4937-96f5-0a0c56b5e85f
914ad4a2-2c18-4767-b104-09bb29a8f77c,0,0,0,4,0,0,1,0,0,0,0,3,0,0,2,0,0,0,5,0,0,0,0,4,0,0,1,0,0,0,0,3,0,0,2,0,0,0,5,0
8cb39de1-6236-41f2-bd2f-606b5e30b407,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0
75815b6e-efdf-4735-8f4d-54826286c440,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,3
1ed6bb39-ffdd-42fb-9335-5878a1106876,4,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
a0774c4b-036f-4486-ac3c-b4f85de86343,4,0,2,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0
d7123119-d15b-482d-a1ba-d97126d844db,0,5,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,5,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
7d19a40f-567c-493b-b4de-a6a0a082bef5,5,0,4,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2c121cab-7d22-4c6d-88ee-4e24aa15aa03,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1
78f3bac0-b18a-4ba2-82d5-ea40ac6c875f,4,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,4,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0
b76e2227-ba10-4315-9745-9155f128ec08,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,0
057e62cc-db6b-4df2-b6f9-601cd3235c76,5,3,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
680f8dd5-6aa0-4ed0-9477-43e178132cf5,3,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
2f587e9f-acc6-4187-82e9-f52e7fa5af81,5,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1
f5bf1afd-d6d0-402f-a1a2-3b0ad63fb075,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,2,4,0,0,0
e3510d0a-63ec-4d84-9a11-b1334597d903,0,0,0,0,1,4,0,0,2,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,3,0,5,0,0,0
fb02efb1-7b9e-46c2-9302-d2f8ea594fd8,0,0,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,1,5
a6f741ad-9db3-459c-b999-1631c7e7ac5e,0,0,0,5,0,4,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,5,0,4,0,0,0,0,0,3,0,1,0,0,0,0,2,0
765f03af-ca3c-46d4-b346-5161edd8906f,2,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ccef9c3b-d1e6-40d6-b08e-dd162806df40,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3
8fa14dcd-970a-4ee5-9622-c3367f049b69,3,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0
08b959da-c572-42c7-99a3-f74970bd786f,0,2,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,2,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0
e3c7e525-2abd-4d13-8c81-0290c15417b9,2,0,0,1,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0
adc20cef-21ef-4120-94a2-b8ee180650c3,0,2,0,5,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0
0918396c-1ce4-41d0-a93c-df9ededbb1a7,0,4,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
0ad7db6f-e694-45cb-b1b5-686bfbf3a8f1,0,0,0,5,1,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0
591fd729-2d2d-4bf1-9ce9-77b6dad4af05,4,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,4,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0
7895f236-2f27-4778-84fc-1a096149f68b,0,4,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0,0,4,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0
119f483b-3610-4c69-b515-6de5235d5710,5,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0
60b099fa-3c27-40ca-b674-002148ac52cc,0,0,0,4,0,0,0,2,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,4,0,0,0,2,0,0,0,0,3,1,0,0,0,0,5,0
830dad96-9953-47b4-9de7-56c122f8c22e,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2
a7b3e311-2478-4883-bdae-c3308ca24416,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0
edcf195f-0d70-4dab-bd24-291c0e844b2d,2,0,0,3,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
5f1c6e50-9e3b-4ede-adab-49081d1ad5c0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,2,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,2
fb8f4830-955a-4c4b-a490-7e359439f9e4,0,2,0,5,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0
c5400ef7-bda8-4321-af47-4bd10185a8df,1,3,0,0,2,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0
b31953ae-ffc2-4252-a3ac-f10333684be9,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,2,5
3f0eaaad-ac9a-4da0-9314-43ac5c7209cf,1,2,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
463f2317-5187-4c74-a07b-eba4b506f1f8,0,0,0,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0
30dd9bd2-dbf3-4443-bac1-180d4696d6da,3,2,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
40a6602c-9dff-4c85-85fe-f247d62bdb59,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4
27dbf177-7026-4c2f-adce-3e4291533565,0,1,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
b5c4dbd3-1ebc-44be-9abb-a6b88b034d5f,5,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
dcfffe31-7f4b-4b8f-8dd2-f6f847305894,5,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,5,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0
09fc222e-7fa4-417c-8b9a-b0868329fa5e,5,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,3
faef632e-40a7-4b45-80bd-cacf56fe1404,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0,1,0,4,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0,1,0,4,0
230b0e00-a656-4963-89dc-ab1179dabad4,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e110581-3c15-4119-b023-19c5a9b624e3,5,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
be6978a8-9454-4116-8a36-26c3ca4f1a79,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
5c717c5b-75b0-4f44-b4b8-9e837931e12c,5,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0
6db5c395-7676-46d4-8dee-396e36b6fa2a,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2
64f27bf0-bc2c-45bd-b9a4-62f9daa0b9f9,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,4,0,0,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,4,0,0
4f81faab-fcf8-4c12-81db-fddbc3b2f709,2,1,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
60e78af5-ca64-41d2-8057-5266ac72e8a9,0,5,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,5,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
9b9c50e1-9da0-4f3d-9a75-7497e19522af,0,1,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
bc53bb19-6c82-49ad-97ac-6d761bbd8613,5,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,0,0
5d872972-6500-459c-8d66-68204601fd0d,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,2,0,3,0,0
583fe7f4-705e-4e11-b3b5-c79481dc28a4,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0
40e70221-28ec-4529-b7d1-9b897234a7c3,5,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,5,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
b173dfbf-4b68-4a06-bed4-11b048a09951,0,2,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
0a8689f9-296e-4433-aca4-d865008468d9,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,5,0
9619eaf0-5633-4757-b68d-5e8457b6e2ec,1,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,2
e88cc500-e128-4d19-b297-5bb02a42f267,0,0,0,5,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,4
0fd8d358-98ca-4f78-8a04-a80106be1e14,0,5,3,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0
b2af1f60-84fa-45dc-984b-893016aaa931,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,2,4,0,0
6bd80093-600f-4f5a-8a35-088e1289e33b,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,5
368e90ca-0e06-436c-95ac-2255a5bd526d,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,3,0,5,0
63da0752-6e37-43a8-a686-82c30fd9f238,0,0,0,0,3,0,0,0,0,0,5,0,1,2,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,1,2,0,0,0,0,0,4
0743482e-61d7-4968-a76f-f61051e6bcd7,5,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0
809d5f8c-3be7-4234-ac8c-047ff81d46c4,0,0,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
e18d9e90-594b-43ea-a85f-913719e712cf,5,2,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
0926b8d8-6dab-4abb-918d-76c72da80f0c,0,5,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0
6cb3762c-8c38-4f94-93f9-65b6910eb245,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
bd33305f-95a8-4b0d-9e96-daaa66e3e192,0,0,5,0,1,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0
7778396e-f668-40d9-8a4f-81de1c495734,1,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
87ccd561-cfe0-4f95-a088-e471db0cdc9d,4,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0
54bea34d-3367-48ed-b55c-7102fc298c8f,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1
2dd37863-9fa6-490c-b6a6-440a788722d8,0,0,0,0,3,0,2,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,5,0,0,4,0,0,0,0,0,1,0
5980c951-a2d1-49b3-b566-7485502c1fd2,0,0,0,5,0,0,0,0,0,0,1,4,0,0,3,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,3,0,0,0,2,0
b03675f7-a919-42fb-8d0f-fa05d4f52596,0,4,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
bc70367f-b314-4e8b-a22d-bca3203c674f,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0
63a7afd2-69ca-42b7-905d-29d743afcf31,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4878512d-af17-491f-aa49-89278c86f5fe,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4
6d4a7737-0b28-4841-8a6d-0b37f40cc067,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ccbd1fc5-0743-4452-85c6-9353fc820901,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
dd498a62-d327-47f4-9fd3-3273afb18449,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0
b74bb57f-05b9-4008-ac20-cb86590037a1,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0
c3b14362-f914-427d-bb3d-011e1f3b65b7,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0
80f08c32-06f8-4eb6-ac00-4cd4068e1a72,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0
ee0f96a0-a0b1-4720-b457-28bc9ea754d5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3
6e4a77ee-7b80-40c2-a817-ff0a34192d11,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0
46c0f9e3-cdd5-4d0e-8efd-43dbfb0cd6d7,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0
f7958091-5b77-407a-af10-3af32b2075f9,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0
f9d69dbf-b5a4-4525-a5af-66e062dff3dc,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
5ad3df47-4160-4c4f-b78d-dddff02c3d33,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0
6f67c6cc-505d-4470-98ee-02a665eeb1fe,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
91a6de5b-e913-40be-bf7e-da4ab2675dd2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0
318ee235-f30b-4689-a93a-637e6b209c11,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
bf67e668-a56f-4aad-b353-e4fef3a38cec,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0
7f04f695-4258-4526-a934-e63a6cfa9879,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3
9fdaac08-0974-4b1b-b9c4-241dfba3a606,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0
0f48f1ad-da93-4b8e-a772-59381cd864cc,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0
3db7b8fc-94b1-49b6-b5b0-8838bef3d9ac,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
4cc4d9a5-b641-4f41-aba6-a1510355a4be,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
f96c7f9d-14e0-44b5-afe1-2b42f8ca3766,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
822af2b4-9f3e-415c-9700-b66faf12631f,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
48f14274-55f4-4a91-80c3-8223ba40479e,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0
fb1290a0-73c1-478a-99b5-a6fa535845a6,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4
adfb23b4-4238-4c50-933a-35a1e732cc93,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0
27cc2d13-3486-4074-8d88-3e86a2bdf35d,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
9bd84310-41f2-4f45-b2ce-241f18ee15b1,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0
97a4e248-80ff-4f7a-b5be-62fabe7b0e2f,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0
ef35ac76-f1fd-4a07-802d-a2417bd37c28,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0
b8c5af2e-859c-4514-acd1-6b55d18b0911,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2
1e9199db-247d-4026-8098-8d79b2679c6b,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
c9b6581e-b721-420e-ae84-4771135e408b,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
cb5b89f2-7c70-4206-8149-3ebc70804016,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0
600239a7-b078-4204-ae5e-766f3feed864,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
2b577faf-0173-4879-891a-1d07a4f3ea6f,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5
33f44fbd-cff7-4561-8bca-5bb75999865a,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
3bd7b070-7b79-42c3-a7cf-2ec46fcc6ba7,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
