,fe1ea8ce-193d-42da-8ff8-62d0522abe8c,2c179244-8bf2-4772-8940-97d8cb347fda,202ac868-0e26-4d2e-8712-649eeb8c73d8,67c448b6-1d2c-477c-8a86-20e356d3c3fe,29ccea15-fe1f-4416-aa19-24af34f5513c,5504ff3c-686b-46c5-be4d-abdc7720857a,10c4d62f-60c4-487e-bf0a-9d01a0f3e97e,b19edbeb-0d44-4c12-9a79-007efa81dcbf,cca8a6f1-b61f-4b17-b153-6eee8f2a1403,5c0758f1-971d-4aee-8862-a70c9a5330cf,52647f9e-b0b0-4f6b-b2ab-ff93212a5efc,e91a7e6a-ac4e-4c8d-b83c-ce778f7e240e,0bf6834d-ea67-4304-8a20-23a3b230bf76,c0be8024-ec7d-4660-9e45-4338623a898c,82548928-c387-4af6-8a38-733e9a0d7224,30ed6902-4937-42c6-bc3f-49b433ad7dbd,27101ebb-ba5d-45d9-9077-cdaca18a7485,89fbe591-4dd4-4975-892e-180305fdffc5,75f72d0c-126e-40b2-ba6e-17f2240665d2,746b8255-7b99-4a5e-b641-385af537db10,15f53c31-772d-4c98-86da-bb5f9b5cb3cd,3b72890e-1833-47a5-a62c-ffa15d368e4f,f6daad1c-94e8-46f2-b229-c913435e57dc,794fcbf6-cb65-4e9d-889c-acf2110db7a8,740a6d91-7f20-47be-a48e-7aeb657ade4e,ff6d2613-031f-4af3-8540-1807d18fe31b,8c7e1f14-5cce-44a0-af41-6e41d46c83ee,fa28540b-d238-4398-8cea-0c5280515e09,202da7da-224c-4054-96ef-070d53d31087,6a831ba8-b607-467b-88de-a889beecad0c,604746d6-5f50-4743-bf26-ec4f4f10be2f,c47fa8e5-b0ba-425a-8068-c8153dbfc911,68b92187-69c0-4e73-aa69-0557299f1282,6ec35d03-77ec-4606-921e-bdcc09976d98,697fa9df-3a8f-4e77-a0ee-d3c1bfe358f6,d8985c74-76e9-4456-b552-4aec8739a898,e0d4baf4-20e5-4d88-9561-c3f263e72688,a6865dd6-904e-4966-b18b-4e3888069400,2c3bc4b4-0157-4ae9-98cd-945918743e8d,432b981d-6e9d-41c6-ba40-204249266a5b
5441cbb1-e556-4a7f-bf1e-3667f3c0bc81,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-30,1000,1000,-5,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-30,1000,1000,-5,1000,1000
1a252f8d-910a-4214-aee1-278e9590891f,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30
5fef4ae6-e5ce-4017-aff3-0890146c3a8a,1000,-100,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-30,1000,-100,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-30
48c87724-f277-4c10-b9f7-c62fd4dbdc02,0,1000,1000,1000,-10,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-100,1000,-30,0,1000,1000,1000,-10,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-100,1000,-30
f4685f3d-ad14-41a2-903a-cceb1545da25,1000,1000,1000,-5,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000
83ded730-5ea5-4dcf-9e51-e045adedbecb,-10,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,-10,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000
ab377ac9-a04c-40e2-a94b-9fa0ef9459f4,-10,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-10,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000
e220287b-c02e-4b65-b6c4-96496949b0e3,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-10,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-10,1000,1000
8255cdaa-8b4c-4869-803e-3086eddc9414,1000,1000,1000,-10,1000,-5,1000,1000,1000,1000,0,1000,1000,1000,-30,1000,-100,1000,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,1000,1000,0,1000,1000,1000,-30,1000,-100,1000,1000,1000
221b2f21-c956-45df-9f26-27a0636a4f8f,-10,1000,1000,1000,1000,1000,1000,-5,1000,1000,-30,1000,1000,0,1000,1000,1000,-100,1000,1000,-10,1000,1000,1000,1000,1000,1000,-5,1000,1000,-30,1000,1000,0,1000,1000,1000,-100,1000,1000
e9a29e96-812f-4405-a634-072c40ee4879,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,-30,-100,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,-30,-100
73535a0f-2577-40b1-b0c0-ce962d4d4b9b,1000,-30,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,0,1000,1000,1000,-30,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,0,1000,1000
fa7225f2-4b25-4788-be0b-8a046a1870dd,1000,1000,-100,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-30,1000,0,1000,1000,-100,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-30,1000,0
5f3c20cd-a116-4e01-b254-b778374a563d,1000,-5,1000,-30,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-100,-10,1000,1000,-5,1000,-30,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-100,-10,1000
8fba551c-867e-40e5-9e5b-685cd258c8bf,1000,-100,1000,1000,-10,1000,0,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,1000,1000,-10,1000,0,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000
790e67d4-6392-417b-b6b0-82c4b6471e68,1000,1000,1000,-100,-30,1000,1000,1000,-5,1000,-10,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30,1000,1000,1000,-5,1000,-10,1000,0,1000,1000,1000,1000,1000,1000,1000
230c39b7-a864-421d-a434-c3fbf108d18c,1000,1000,-100,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-30,1000,1000,-100,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-30
3ac7b7d6-228f-443b-b0d4-d135f3eac68b,-10,1000,-30,-100,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30,-100,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000
c03665cd-f1d8-4686-9862-11f2af04ba81,-100,-30,1000,-10,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,1000,1000,-100,-30,1000,-10,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,1000,1000
5d4fd1c5-f2ba-49a1-a16b-5f6cc81d82b2,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000
cb697770-5bad-467f-b547-7e254120cf45,-100,0,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,0,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10
84f3b6e6-8d3a-4883-99c7-e5fa792b3c45,-30,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,-30,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5
6ad3a48d-fca2-48c0-a90d-cad49ed6f876,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,0,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,0,1000,-10
8817f736-a5e5-478e-9406-37e82f22bb1b,-100,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-10,-100,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-10
eefe5ee3-331a-4147-8644-db32cc011f7c,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-100,1000,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-100,1000
f1a7c82b-9919-4388-9c78-5ef43fb386ee,-100,1000,1000,1000,-10,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,-100,1000,1000,1000,-10,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30
9aa8ed93-a8fe-482b-a39c-9a03c15771e5,-100,1000,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000,-100,1000,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000
e321204a-b923-400b-87bb-93441f0650e2,1000,-100,-5,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,1000,1000,1000,-100,-5,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,1000,1000
be2295da-7ea1-4d90-8983-5836218b52bf,0,1000,-5,1000,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,-5,1000,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000
385102ed-76fc-4405-91ad-403fdea99aed,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,-5,1000,-30,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,-5,1000,-30,1000,1000,1000,1000,-10,1000,1000
12a2d598-0799-4f41-b23a-bb926fa4645c,1000,-100,-5,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-100,-5,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000
4bc54254-68b9-40a7-9bb1-cc4ed84eb0ac,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30
eb3effa4-cbf8-4754-b84e-114f846d6d2e,-100,1000,0,1000,1000,1000,1000,-5,-10,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,-5,-10,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000
56eb4789-4e88-4739-8c23-f5daef447866,0,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,-30,0,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,-30
ed39c68e-0565-4512-bc02-5141fd9dc949,-10,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-5,1000,-10,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-5,1000
c6356f8b-cb4d-47d5-a7e8-251047058d9e,-10,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,-10,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000
fc28149c-ab1a-4d39-8aed-317c5b1d30b7,-100,1000,-30,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-30,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,-5
3a78fedc-f13c-4da7-ab68-5e05d5790dd3,-10,1000,-30,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,-10,1000,-30,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000
814d0099-b553-4890-b3af-51ab97c664dc,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-100,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-100
7f8ba1e2-4b5d-4b12-83fb-4fa43cdaa1ba,-30,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,0,1000,1000,-30,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,0,1000,1000
7e8c52e8-59ad-408a-b0f3-53c0499da7e0,-30,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,-30,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0
d3e351ec-c788-4ca5-a784-e29e6edf4625,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,-100,1000,1000
b5e84b09-5825-4976-aeb2-8cd24d150a3d,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-10,0,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-10,0,1000,1000,1000,1000,-100,1000
f5143e4f-755b-4627-9c52-c2669dca698f,0,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,0,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5
d14ddcb2-d548-4263-8e49-c1d05198fa80,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,-5,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,-5,1000
d6bf3b63-7cea-402d-a466-cd6b127542a8,-100,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,-30,-10,-100,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,-30,-10
02b709e9-11fb-432f-9690-397e9b689174,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,-100,1000,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,-100,1000
c30fbf15-f2be-4317-9c4c-ccc94c108c89,1000,-30,-100,1000,1000,1000,-5,1000,1000,0,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,1000,-5,1000,1000,0,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000
1305c412-5342-4f09-b8a8-2d69d4670ff9,0,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,-5,0,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,-5
ba6b4fe3-a2e3-4419-a604-93110db60b33,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-5,1000,1000
335a32e1-11d7-4850-b970-e6d3537972ea,-100,1000,1000,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000,-100,1000,1000,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000
a10a30a0-74a9-457b-aeed-f0c6eef6834d,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,1000,-100,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,1000,-100,1000
8349fe78-a398-4174-9419-4c347af15905,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,-30,1000,1000
e6f62233-4077-4c29-881b-8536111ab023,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-30,1000,-10
c5f42bc1-df95-4766-9731-c61c080fa349,-30,1000,1000,-100,-10,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,-100,-10,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000
78b8fe99-13c5-46ee-ac8a-3cd852df4adf,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,0,1000,1000,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,0,1000,1000
8e54a78a-5247-4494-9fae-2220358a78e9,1000,-100,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-5,1000,-100,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-5
99f566e9-326f-4c0e-a024-24acf119f754,-100,1000,-30,1000,-10,1000,1000,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-100,1000,-30,1000,-10,1000,1000,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000
12a4386a-25e3-4c73-99f4-e723474b225f,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,-10,0,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,-10,0
ee40c6cc-6e68-4a87-8d8c-ba84a101ff65,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,1000,1000,1000,-10,1000,1000,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,1000,1000,1000,-10,1000,1000
61ab6436-525f-44e8-9333-103a7e30abed,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-5,1000,1000,1000,-10,1000,-30,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-5,1000,1000,1000,-10,1000,-30,1000
529f7d40-d5a3-4458-86fa-187626480162,-100,-10,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-100,-10,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000
94ed1a32-6a42-4a18-8c70-24540c2f2cdd,-10,1000,1000,-100,-5,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,1000,-100,-5,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000
